symmetry_angle,area_ratio,R_min,R_max,R_mean,R_median,R_std,G_min,G_max,G_mean,G_median,G_std,B_min,B_max,B_mean,B_median,B_std,circle_R_mean,circle_G_std,circle_B_median,aspect_ratio,eccentricity,compactness,roundness,orientation,solidity,edge_density,glcm_homogeneity,glcm_energy,inscribed_circle_radius,wings_body_ratio,central_rgb_variation,ID,bug_type,species
37.50559450603159,0.5802134483835258,12,255,120.44402013061664,124.0,45.80857770636268,2,246,89.04546205024093,90.0,42.44762045804367,0,255,82.2986051659614,80.0,46.704382285492365,120.21581870975886,34.18814154842339,60.0,1.2677895514206856,0.6146827430995575,127.36196120165592,0.0986665916243427,-0.5232588337344513,0.7535689599557625,0.0330559409442042,0.8345873391008037,0.4209588468124517,100.41912168506552,9.324048454464036,47.79272896328328,11,Bee,Apis mellifera
33.07058858101105,0.5395604806541683,10,235,109.42033281199105,108.0,44.64914741761872,0,195,75.59738666580418,72.0,37.59021817221442,0,255,82.69881739234897,73.0,51.193259185305934,129.61284361284362,26.041546569945943,56.0,1.0724439465538578,0.3612999030899757,133.16870363189742,0.0943642933484951,-1.3966312077363052,0.7072145005628543,0.0149870309378604,0.9195582613490446,0.466899227179354,52.49761899362675,48.993709145086015,43.616416128794015,12,Bee,Apis mellifera
19.91564292054332,0.5403556129659071,5,255,104.90978582337708,100.0,47.94480308618797,3,255,78.34177082641631,71.0,42.864686142349335,0,255,52.57335791963141,43.0,39.54438728683628,103.9136021159656,39.1775309750767,40.0,2.2510002626950016,0.8959043742890133,233.74577618454083,0.0537608457336918,1.508655165702465,0.6383437293153651,0.022322470345083,0.0,0.0,161.96913286178943,3.750818125170334,37.9139734313426,13,Bee,Apis mellifera
0.1044442695238577,0.4782168957717069,10,255,137.16819790932314,136.0,52.05695427637188,0,245,107.28695259970134,103.0,48.88175990571724,0,255,99.55541658138706,91.0,51.475646989027865,133.51499692145308,47.32237267626256,86.0,1.2151101416803043,0.5680838726578105,129.95635983088448,0.0966968498556908,1.4780879347081448,0.7286752338578045,0.0327885601917127,0.8755460936041184,0.5217197901458492,60.166435825965294,22.19951484833121,56.14042324897403,14,Bee,Apis mellifera
15.060193000049406,0.3658379465378027,9,255,123.59907881055264,125.0,51.20961416821675,0,254,94.88776432598506,98.0,45.32182369307992,0,255,80.77410741810924,82.0,41.51251760247028,178.84645037657648,36.34356542245379,84.0,1.2497793484098,0.5998116312066757,463.2385697625293,0.0271272114081543,-0.9219013461882124,0.5081891035002841,0.0307878509937214,0.8954991224400723,0.6294808682119922,119.5198728245642,7.529100587681122,45.90614170352024,15,Bee,Apis mellifera
-15.242765314570685,0.3469912905779889,13,255,107.1339244524914,100.0,46.72608793315985,0,255,87.01746819117538,84.0,40.78430692545833,0,255,66.9120712319254,62.0,34.58159869498639,97.9600812231247,41.67231672273328,50.0,1.8412757299514904,0.8396669167777108,238.7483252017421,0.0526343822673545,-1.3297329484891638,0.5330627408724624,0.0254144468045724,0.0,0.0,115.43396380615197,8.631471895718017,40.52958857856601,16,Bee,Apis mellifera
45.0,0.3465905538884721,3,255,122.8220562538752,117.0,48.48276636293121,0,255,106.66771602502678,110.0,47.31928407251899,0,255,74.72592018488247,66.0,44.36364280107934,147.0911035072712,52.1442825566466,80.0,1.1138713775275884,0.4404651193206806,181.93176715565056,0.0690718878336849,-0.2371480071130849,0.5625794749342796,0.0426339663218966,0.0,0.0,127.94530081249565,5.899371644210912,39.71808736753203,17,Bee,Apis mellifera
5.3155630433332846,0.2985459067147135,17,255,136.9983546140629,133.0,49.8757636726998,0,255,112.85794733550696,110.0,47.93034576335898,0,255,96.06933085614712,88.0,48.80779762841095,152.06641138976212,47.93537874627892,95.0,1.1141129300979895,0.4408616331326853,198.72623725005863,0.0632345823493191,-1.2069578988155818,0.4945293499474553,0.043396480530009,0.0,0.0,201.0,1.5953116598167807,52.26429801434418,18,Bee,Apis mellifera
44.882534393828536,0.4712303099593496,7,255,107.67017677465444,107.0,37.62645071683973,0,255,88.37772693269353,96.0,38.37925075192442,0,255,65.9114812543385,63.0,33.295227202368565,113.94520835689704,38.274980619621935,56.0,1.289619741207236,0.6314429059261872,234.832993028919,0.053511946734042,1.487335826241699,0.7201755045878239,0.033464414282527,0.86467601423996,0.5292364809935224,140.356688476182,3.7950395149073146,37.80889804475729,19,Bee,Apis mellifera
13.131459595421212,0.4161366864669421,9,255,91.69714620654284,88.0,55.1775103897782,0,255,68.2985740729966,61.0,47.40705672418694,0,255,60.55888710028467,49.0,45.91917813361543,86.9575083925881,45.39966788743448,33.0,1.3709541602702815,0.6840672012886131,91.85108391265608,0.136812436816847,0.3209856781155192,0.6336454800176965,0.0297072062981632,0.0,0.0,155.1934276958918,5.1329202563297445,43.56192983142364,20,Bee,Apis mellifera
0.5553868005968832,0.3883092508879561,14,235,123.0726320713042,119.0,41.17572250549378,3,207,101.77038952264635,104.0,37.92910403847793,0,255,100.19212639347244,97.0,45.56362585549041,124.0879316482734,44.47546121952654,68.0,1.7144378213316165,0.8122700285466187,480.2305273553508,0.026167371498773,-1.267873521054116,0.5617349366637765,0.0239839411662983,0.9070953130713316,0.6080891878066473,79.12016177940993,18.56792228436233,49.072493142559125,21,Bee,Apis mellifera
0.2350490300529523,0.426159793814433,9,255,146.0530813426066,162.0,68.46072646465323,0,255,105.81957060780164,111.0,59.367176142051946,0,255,103.84837617175688,99.0,66.67865119952364,181.1408985005078,57.225143028266,104.0,1.1358865288765287,0.4742882240314994,233.1182691553981,0.0539055590104023,-1.4519667496370212,0.598721086858914,0.0286381079494046,0.0,0.0,103.24727599312246,8.874772923168816,67.40388212283189,22,Bee,Apis mellifera
0.0975553687844641,0.422157240464679,4,255,116.20757394626112,119.0,46.68977709608623,0,255,98.58078602620088,103.0,47.24168965257269,0,255,81.47807522250362,77.0,45.55957931479726,122.16046631236073,39.56065873792596,56.0,2.6799439891466585,0.9277741929778348,275.1069795664682,0.0456781235945452,1.0346085459364514,0.7020078653606585,0.0239190193376116,0.8943472818799304,0.5751383748444067,114.0,8.854796678647793,42.69053258833466,23,Bee,Apis mellifera
45.0,0.5232020202803275,0,255,77.34815552933725,75.0,44.13049216036781,0,255,51.62851469964494,44.0,34.6493637385616,0,255,50.1551255669916,38.0,39.5602271190295,55.35400140576363,32.122131451931374,21.0,1.0961012171559317,0.4094679452597418,145.96208498613095,0.0860933893589777,0.0118247958613204,0.6810342326569381,0.0179394626188307,0.0,0.0,112.61438629233834,12.55141215576223,39.1090831073728,24,Bee,Megachile centuncularis
4.691907313113076,0.3370899432040736,4,255,98.57260820148952,103.0,49.21859938085037,0,255,88.22810279277677,93.0,49.11591806445501,0,255,82.65546554147043,87.0,47.79608557692909,90.4407816742514,55.03526319175085,56.0,1.5658486767860662,0.7695128609268161,304.49315691443115,0.0412697964765447,1.417542379899995,0.4568474277666169,0.0314943377189249,0.0,0.0,182.4828759089466,1.632403641029067,36.32679160183572,25,Bee,Apis mellifera
0.0808770177035426,0.4220467858860716,3,255,102.48333337573234,110.0,66.5493448591815,2,255,84.50025312205062,87.0,56.55059338268847,0,255,89.81870864507201,86.0,64.93543308921281,25.47242841993637,24.05599368398829,12.0,1.4203415788020388,0.7101444637380027,221.95422783078308,0.0566169463730139,1.279921494499404,0.6280241629481225,0.0256904151049217,0.0,0.0,64.81512169239521,28.78451594141216,60.45323603996849,26,Bee,Andrenidae
27.291357798981053,0.6139277547909407,9,255,107.99033398734107,108.0,44.83964751713498,0,255,73.88242271069579,69.0,41.26009366776069,0,255,59.9446088701185,52.0,40.2267775612634,148.76374121463326,31.852002974926783,29.0,1.640833003949348,0.7928271644152406,237.2345186233568,0.0529702451703921,-0.1829920173429397,0.7615610596160665,0.0378197136916329,0.0,0.0,42.01190307520001,15.269512613200174,39.19781840334691,27,Bee,Apis mellifera
43.16627008144412,0.3864981241473397,9,255,152.46642289067586,170.0,59.95239295489844,4,255,129.35540002426728,141.0,59.31422391669271,0,255,111.46091862735364,111.0,61.89479223994846,186.41782749402,52.27124205764698,111.0,1.5645283077102876,0.7690652445083974,323.0109925174167,0.0389038481830663,-0.2695026705177892,0.562526177320125,0.0500383549686835,0.0,0.0,67.26812023536856,11.754483691387362,49.7021725873758,28,Bee,Apis mellifera
15.227177469065486,0.5742494707806787,0,255,95.33550696913252,93.0,57.23931356146012,0,255,78.60035634594601,72.0,54.29679471858904,0,255,68.71678316796014,58.0,50.89751247510328,61.43765703517588,36.4460073309791,48.0,1.593563770128988,0.7785969718193273,231.305156770522,0.0543281040068911,-1.5164382637163494,0.6726875830106837,0.0296962696202383,0.8653459917695523,0.4326026717266085,45.0,55.28646209126202,56.466972478985696,29,Bee,Andrenidae
0.0902539475579619,0.4295439961498355,21,255,138.3873789127238,132.0,49.31067301068026,0,255,99.07049088489998,100.0,44.21724229160424,0,255,77.28155038397796,69.0,48.504496114833294,104.93142144638404,24.501425316464605,22.0,1.2014466781691395,0.5542805504022248,143.21544492693758,0.0877445209961118,-0.8341042240547533,0.7042672602275828,0.0254870145509411,0.0,0.0,27.65863337187866,177.25769717646767,49.330999596514665,30,Bee,Apis mellifera
45.0,0.4970034995625547,8,255,130.80109360559786,139.0,50.074909006692295,0,255,110.83927811761944,120.0,49.39995152270646,0,255,93.5585786794584,95.0,47.63585568703338,157.70434385157097,51.04644099335086,86.0,1.1585862645162053,0.5049973671456659,35.72921441521708,0.3517113605780023,1.015962589397892,0.7471373653623263,0.0399475213408898,0.0,0.0,137.13132391981054,3.615552593727801,37.12626223802134,31,Bee,Apis mellifera
45.0,0.4584572721075788,2,255,91.086939258258,81.0,68.51819481173814,0,255,76.283416406184,61.0,60.8616971237911,0,255,74.69413280391991,58.0,58.45082250831513,93.0885409899961,48.22162472952499,59.0,1.1977279881339449,0.550380254976473,60.25948452217994,0.2085376387468734,-1.4652774061781006,0.6126748170308796,0.033797633027668,0.0,0.0,70.00714249274856,14.375776873117854,75.80716505871698,32,Bee,Apis mellifera & Megachile centuncularis
45.0,0.3301634101581475,6,255,84.73465071369456,77.0,55.267635366736165,2,255,70.85525845245272,63.0,50.38532092925772,0,255,55.49679680395623,42.0,44.80968301857826,57.56577338168086,41.97489489823167,27.0,1.1937276850778031,0.5461122725316016,75.42055582518644,0.1666173164181677,-0.68665030698402,0.5658297151512699,0.022571181444749,0.9346535924237972,0.6726129846091675,121.79490958164055,3.2002570946061444,44.41768935118345,33,Bee,Apis mellifera
4.29716263398559,0.3978535853288475,7,255,79.24154636931718,70.0,51.28293267522872,5,255,65.83114500968942,51.0,48.28294396337249,0,255,44.26685803703742,32.0,36.82970408241007,37.827938566970566,12.141497534038544,19.0,1.1628681014811766,0.5103904941124436,78.74552275734567,0.1595820330392934,-0.5375929847804468,0.603370224473207,0.0180799450650795,0.9395494614001916,0.6080897052169781,72.12489168102785,10.809284539437622,43.555656204228704,34,Bee,Apis mellifera
-17.84769575701294,0.6269965277777778,5,192,71.2880612857077,57.0,48.883767544162055,5,188,57.11564139246543,37.0,49.54143218502322,0,182,48.08397557186149,28.0,47.2021851276119,57.43643564356436,13.962998521154612,17.0,1.8248781069336195,0.8364902514398012,42.20150169805402,0.2977706979308423,0.3275859502717179,0.8137674628210906,0.0170265241420823,0.9021029905094392,0.4043798089207966,75.0066663703967,6.355979655581118,53.42054330466871,35,Bee,Apis mellifera
45.0,0.4378665349712945,9,255,111.74829497391796,118.0,50.74702261561796,7,255,88.43912572254335,97.0,46.2221421554381,5,238,63.46918616946285,65.0,35.499562430911034,162.75138694691265,37.92489197041175,82.0,1.1387104868899194,0.4783186638832782,69.7105428886374,0.1802649942697183,-0.7772964093582181,0.653917292323294,0.0177061679510794,0.9289687839567377,0.5650426734027124,84.0,9.239328901141167,35.06547094251149,36,Bee,Apis mellifera
14.86877767845272,0.3878910238559361,11,255,142.59852427958918,151.0,63.64786092427028,8,255,117.7168172300329,128.0,62.29401909491076,0,255,91.58219164423171,88.0,53.25791649605917,175.57966723068245,66.37146719497727,113.0,1.3194127541848086,0.652355711953513,62.85883114889023,0.1999141629693035,0.1524582762393284,0.6246123031621115,0.0236995574300705,0.0,0.0,47.50789408087881,34.36032176049221,65.45877553824569,37,Bee,Apis mellifera
44.99990996210288,0.5374770631547163,0,255,111.84182872371076,109.0,47.0269654511382,0,255,92.67999135695764,91.0,45.57876729106329,0,255,73.69265701526938,65.0,44.09892690014207,117.80125121820868,45.52443196621124,61.0,1.3528665055795122,0.6735175510692917,43.13637091611751,0.2913172885775577,0.8094756372659495,0.7800438226866678,0.0454136729838461,0.0,0.0,142.30249470757707,3.3648537874328395,55.65987257800096,38,Bee,Apis mellifera
45.0,0.5470894176636172,4,255,92.50466791948467,87.0,50.42578035190769,0,255,68.2136465043363,65.0,44.58816868058127,0,255,53.35651800339668,45.0,41.98480314162374,113.62829984683304,45.30557442276999,42.0,1.210765281070688,0.5637815961127164,56.121214156805,0.2239148030412922,-0.627362347112852,0.7163146604471703,0.0348891077568912,0.0,0.0,187.94946129212505,2.5866608310559465,60.36672280535612,39,Bee,Apis mellifera
-1.5557055085646612,0.5140854977403415,8,194,85.43543587200055,90.0,39.00676810739896,5,173,71.13646262691911,72.0,34.20437472333399,0,152,56.26069085042216,52.0,29.09498244049015,91.05834401155975,35.83428328238831,60.0,1.109701530046476,0.433521525797543,65.25315268840747,0.1925787505527169,-1.550743916412901,0.6334658117265949,0.0195337426127151,0.9083293961204548,0.4934017194682409,108.04628637764463,8.565492925448035,43.7415559418205,40,Bee,Andrenidae
-15.578821308294796,0.5630096738087624,8,255,107.5233061753377,101.0,55.84521327247111,5,255,97.90795125761043,89.0,55.9019350277954,0,255,77.16804675435327,62.0,52.38133532489914,107.508704408145,43.95111536836158,65.0,2.460616758465197,0.913694299519834,42.70078696027955,0.2942889700381509,0.1014209800261357,0.7290927915102886,0.024030574884397,0.0,0.0,84.34453153583817,9.083004811884294,40.00980374925371,41,Bee,Andrenidae
45.0,0.3927772344713134,3,255,108.27123514192392,102.0,46.35064452495272,0,255,92.4546783487848,91.0,45.368179585141895,0,255,76.25330327922966,68.0,42.863069925177264,127.5681436072528,46.577033146967295,86.0,1.1018812918497671,0.4199682943375443,62.81068833093981,0.2000673921633991,1.4171928809368328,0.6668616352201258,0.0412540528786017,0.0,0.0,156.8948692596415,3.113265625034958,37.90131166966497,42,Bee,Apis mellifera
0.1536886223757212,0.3501251865761471,11,255,119.0475448654038,122.0,47.99796880583717,0,255,85.42250403960533,84.0,44.95245864802464,0,255,76.48012857977791,79.0,42.7223091356597,132.30668796592118,37.78728636541881,76.0,1.59384874703108,0.7786873881560433,58.10662177817417,0.2162640027901142,-0.7449794197185979,0.602012780379272,0.0345978738909357,0.0,0.0,172.88724649319855,3.956134979954724,40.83929138336274,43,Bee,Apis mellifera
45.0,0.403002482451635,9,255,127.00183867456124,127.0,48.30789912343073,0,255,103.29353742399702,106.0,45.1959315936269,0,255,88.42585561426334,85.0,45.46596517587922,151.2529244516653,49.796527863145485,74.0,1.0611783268214383,0.334632570671324,44.39033919683406,0.2830879610682364,-0.8111610664451714,0.6441367869267408,0.0399558251169057,0.0,0.0,88.52683209061533,11.237851466979825,54.68309881268033,44,Bee,Apis mellifera
41.36286381080997,0.5158396898363306,9,235,89.05096857116627,79.0,46.040288134023065,6,217,74.80014689230957,68.0,42.82184800071397,0,250,47.33235609144046,32.0,42.04209301943399,95.40067525544202,33.118974320257585,34.0,1.4369353624920664,0.7181139605213075,62.553478850955365,0.200890035937102,-0.6222588415874928,0.6563755423429214,0.0186951995454067,0.9133296402971044,0.4921138668316423,133.82077566656082,4.808248911563396,40.21695923436704,45,Bee,Megachile centuncularis
-1.7286193585948244,0.6004261553758198,5,255,98.75631484772912,98.0,45.116983404329694,0,243,84.42244744012564,84.0,42.30267497143755,0,241,68.4666369442725,60.0,44.161856556184176,96.73111235955056,38.043849371554856,36.0,1.0694756520900668,0.3545484365939646,49.2898459022186,0.2549484662477621,-0.5036496474533265,0.7571746125038618,0.0313315208102841,0.8468103851008082,0.4070600265768121,168.30923919975396,4.645562029993767,51.743760417223086,46,Bee,Megachile centuncularis
45.0,0.5047702370537016,3,255,94.8547272202047,87.0,59.198221012850674,0,243,82.9542581435017,78.0,52.42729801160636,0,255,109.70195746671068,97.0,66.94287514806337,60.06807001994239,41.020851170259824,52.0,1.116668856860389,0.4450199976995844,52.89420133019557,0.2375755810341623,0.7304585529877139,0.7580791490692945,0.038994789945885,0.8574672291414116,0.4989887457975407,84.72307831990054,11.894876280867567,55.52932989121704,47,Bee,Megachile centuncularis
45.0,0.5240653820816864,6,255,109.06776568767376,111.0,62.73058274468275,4,237,89.05055583925835,87.0,54.26655384488815,4,255,110.66532671651106,101.0,66.23459967379456,85.91034409061766,48.36423708913469,64.0,1.5499205407918446,0.764018475324264,45.18102081844583,0.2781338355513376,0.0966637457593413,0.781113202143763,0.0372852149652629,0.8458965939660561,0.4777936865046725,154.37940277122465,2.059998025981909,63.75529670643783,48,Bee,Megachile centuncularis
-0.8404652964460911,0.6504200913242009,32,255,181.83911814399312,189.0,38.70784946363298,14,255,184.90425576725968,192.0,37.77343469349943,17,255,159.38617355368032,155.0,44.09615550758479,195.1609528642497,30.697136163865785,159.0,1.3506119590856422,0.6721608950596126,20.440091039888035,0.6147903446142385,-0.5146460308620894,0.9440685043179724,0.025167982080942,0.0,0.0,276.63152387246106,0.7774856638141069,34.16825137881213,49,Butterfly,Pieris rapae
32.03001434781468,0.4111591361025188,10,255,122.11744739626192,121.0,54.72590692677946,4,250,95.00974827453022,88.0,53.27815148572213,4,255,104.86522653612992,102.0,56.3744061622761,92.33507179512895,38.52442668687523,50.0,1.2731348252825143,0.618908914867482,59.2957901385427,0.2119268599844652,-0.1652402739967502,0.705828666251815,0.0248650867732313,0.9113956916789504,0.5901812961601319,138.0,6.962627772467361,37.52609520536882,50,Bee,Megachile centuncularis
3.790367606017797,0.4276866486430279,5,247,129.2709602789892,135.0,52.81239303662712,2,248,108.5601475482077,108.0,50.47306293529595,2,255,131.83512703429622,134.0,58.2764068959622,116.10264712025976,49.3857569210155,98.0,1.3217807399845531,0.6539299158006335,43.19554099320612,0.2909182365914953,1.4497184725566066,0.7242861309369858,0.0357518577213506,0.8792126417913284,0.5734160177861463,183.0983342360056,3.998694777000825,45.18615795821575,51,Bee,Megachile centuncularis
41.03201288169201,0.4899096674995195,7,245,109.41142564077415,110.0,47.05223512411098,0,240,97.11783828625605,98.0,47.8768050166617,6,255,105.92190564927422,102.0,51.5217163980035,114.71125948753068,48.27886226263568,93.0,1.186604075035682,0.5383191169687714,38.099704951669445,0.3298285545859206,-0.7153113208611914,0.7353591691508798,0.0276229497060686,0.8872293351247003,0.5130174705265342,167.0029939851379,4.5856366001232205,51.27557004662656,52,Bee,Megachile centuncularis
20.58552467483205,0.5389725758632717,19,255,124.50289953991609,118.0,48.61106263466452,0,234,105.12211436371908,102.0,46.842134271510666,1,241,105.5917614641792,98.0,46.93231968967758,129.94166135601674,42.22448556275068,91.0,1.3322688418262418,0.6607577154638361,32.75005016135172,0.3837053852573553,-0.4095831010027633,0.7726171875,0.0268827899550801,0.8731576270049695,0.4653976958907952,151.58495967608397,4.479894889746014,44.547735455069,53,Bee,Megachile centuncularis
45.0,0.3755972859327217,7,234,111.74148166995316,104.0,55.12735174473065,0,240,99.25816494568484,91.0,55.87585840050301,0,238,84.50671783672229,70.0,53.71306247538559,90.21106837717149,34.4803879223294,54.0,1.673887174188296,0.8019346016584196,60.07516707692677,0.2091774559406189,-1.1830933534243515,0.6229428080834765,0.0236380227399455,0.9187377986406974,0.625398860737214,111.04053313993047,6.305328059409304,31.76618850082431,54,Bee,Megachile centuncularis
44.96891564150109,0.4330571771978022,4,220,71.99095195024037,67.0,40.42840314215665,0,191,47.83719705605392,38.0,38.23780394746878,0,170,33.5946963126332,22.0,31.981206024457013,0.0,0.0,0.0,1.2237339280103807,0.576395171218791,55.35900980654984,0.2269977490253515,-0.5088250899122266,0.6706608720220041,0.013117901943288,0.9493716541063744,0.5830589923509681,0.0,0.0,26.436075580160065,55,Bee,Megachile centuncularis
4.416868634308284,0.4578948310423826,0,255,92.5645533253855,80.0,54.07594998993741,0,255,76.86732659722087,67.0,50.86139309163242,0,255,59.92730177653566,47.0,43.963559584285626,78.35368468209018,45.69213885341322,35.0,1.4654811807864594,0.731007215692418,37.71418463569076,0.3332001138496577,-1.389167654783173,0.6960738967187244,0.0406553172579262,0.8691050543347933,0.5453124956368613,99.72963451251589,5.550155618888405,31.150964689812188,56,Bee,Anthidium manicatum
12.91877914169098,0.4267758969907407,0,255,94.5963229374126,83.0,54.8550832070038,0,255,79.68334463324717,69.0,52.26630391162066,0,255,62.76728886817238,49.0,45.39312148954312,80.1119790934892,46.7697924630821,38.0,1.6108093632559215,0.7839642855280196,41.30593416151194,0.3042267623151414,-1.3878044801892475,0.6526903876204831,0.0445469599680732,0.0,0.0,106.45186705737012,4.303067422556496,32.164798646654695,57,Bee,Anthidium manicatum
12.86703971529815,0.4747931118413046,3,255,74.82939508506617,68.0,49.49227729865104,1,255,60.47057527794688,54.0,43.824063296595405,0,255,52.16240668354106,39.0,43.68838297700684,61.39295499021527,24.08749863526761,35.0,1.0766112793839602,0.370480228887338,49.23457718755861,0.2552346609271714,1.4183614554278672,0.7213664151248657,0.0263066453356865,0.0,0.0,49.4064773081425,31.559671799040697,32.14947514328912,58,Bee,Anthidium manicatum
4.973790389861334,0.4136358173076923,3,255,84.08003167269611,74.0,57.53349456179204,0,255,68.2764568713769,60.0,51.72035802733615,0,255,62.41357930523471,43.0,54.71550666708135,27.31568016614745,19.6670860621956,10.0,1.098865978112845,0.4145444070872103,59.19187036121913,0.2122989278370955,-0.0755105586677983,0.6297140034034144,0.0279446147269873,0.0,0.0,24.75883680627989,141.96216088837932,32.583976046156735,59,Bee,Anthidium manicatum
8.317289212245585,0.5175375882837211,6,255,107.65947527052766,104.0,54.97686060175823,6,255,85.07537099441154,78.0,51.04521187023133,0,255,68.8714130230027,57.0,46.31843397196173,114.16782988004364,46.34575353462503,74.0,1.2022819219829677,0.5551478672381289,55.53967391791331,0.226259351701129,0.1518605836626161,0.6793067167150089,0.0274538946962396,0.8910563333721209,0.4860588265936822,76.40026177965623,9.421717616722953,45.0158458791072,60,Bee,Anthidium manicatum (+Apis mellifera)
0.0623415556593717,0.3802054983484076,4,211,75.80724840901736,70.0,49.46692969852889,3,193,52.75580255145567,47.0,34.12138298515471,3,240,69.63907247428442,58.0,46.39927561159466,17.321093909146466,8.240684434735357,16.0,1.4996451534368027,0.7452148693297908,66.46959569438435,0.1890544162798456,0.6152365398495638,0.5768319239797506,0.0121602988204352,0.9560911694071972,0.6253886928115339,79.05694150420949,19.77539872186186,53.520013942416846,61,Bee,Anthidium manicatum
