inscribed_circle_radius,symmetry_angle,area_ratio,R_min,R_max,R_mean,R_median,R_std,G_min,G_max,G_mean,G_median,G_std,B_min,B_max,B_mean,B_median,B_std,circle_R_mean,circle_G_std,circle_B_median,aspect_ratio,eccentricity,compactness,roundness,orientation,solidity,edge_density,glcm_homogeneity,glcm_energy,wings_body_ratio,central_rgb_variation,ID,bug_type,species
182.4828759089466,4.6919073131130755,0.33708994320407365,4,255,98.57260820148953,103.0,49.218599380850364,0,255,88.22810279277677,93.0,49.11591806445501,0,255,82.65546554147043,87.0,47.796085576929094,90.44078167425141,55.03526319175085,56.0,1.5658486767860662,0.7695128609268161,304.49315691443115,0.041269796476544725,1.417542379899995,0.45684742776661696,0.03149433771892496,0.0,0.0,1.632403641029067,36.85479147387536,25,Bee,Apis mellifera
64.81512169239521,0.08087701770354269,0.4220467858860716,3,255,102.48333337573234,110.0,66.5493448591815,2,255,84.50025312205062,87.0,56.55059338268847,0,255,89.81870864507201,86.0,64.93543308921281,25.472428419936374,24.055993683988294,12.0,1.4203415788020388,0.7101444637380027,221.95422783078308,0.05661694637301398,1.279921494499404,0.6280241629481225,0.02569041510492176,0.0,0.0,28.784515941412156,68.64052989877234,26,Bee,Andrenidae
42.01190307520001,27.291357798981053,0.6139277547909407,9,255,107.99033398734107,108.0,44.83964751713498,0,255,73.88242271069579,69.0,41.26009366776069,0,255,59.9446088701185,52.0,40.2267775612634,148.76374121463326,31.852002974926783,29.0,1.640833003949348,0.7928271644152406,237.23451862335682,0.052970245170392144,-0.1829920173429397,0.7615610596160665,0.037819713691632936,0.0,0.0,15.269512613200174,41.169629012773306,27,Bee,Apis mellifera
67.26812023536856,43.16627008144412,0.3864981241473397,9,255,152.46642289067586,170.0,59.952392954898436,4,255,129.35540002426728,141.0,59.31422391669271,0,255,111.46091862735365,111.0,61.89479223994846,186.41782749401997,52.27124205764698,111.0,1.5645283077102876,0.7690652445083974,323.0109925174167,0.03890384818306639,-0.26950267051778926,0.562526177320125,0.05003835496868359,0.0,0.0,11.754483691387362,56.40656519612458,28,Bee,Apis mellifera
45.0,15.227177469065486,0.5742494707806787,0,255,95.33550696913251,93.0,57.23931356146012,0,255,78.60035634594601,72.0,54.296794718589034,0,255,68.71678316796014,58.0,50.897512475103284,61.43765703517588,36.4460073309791,48.0,1.593563770128988,0.7785969718193273,231.30515677052196,0.05432810400689112,-1.5164382637163494,0.6726875830106837,0.029696269620238327,0.8653459917695523,0.4326026717266085,55.286462091262024,57.14136372732273,29,Bee,Andrenidae
27.65863337187866,0.09025394755796196,0.42954399614983557,21,255,138.3873789127238,132.0,49.31067301068026,0,255,99.07049088489998,100.0,44.217242291604244,0,255,77.28155038397796,69.0,48.504496114833294,104.93142144638404,24.501425316464605,22.0,1.2014466781691397,0.5542805504022248,143.21544492693758,0.08774452099611184,-0.8341042240547533,0.7042672602275828,0.02548701455094116,0.0,0.0,177.25769717646767,36.413698751162165,30,Bee,Apis mellifera
137.13132391981054,45.0,0.4970034995625547,8,255,130.80109360559786,139.0,50.074909006692295,0,255,110.83927811761944,120.0,49.39995152270646,0,255,93.5585786794584,95.0,47.635855687033384,157.70434385157097,51.04644099335086,86.0,1.1585862645162053,0.5049973671456659,35.72921441521708,0.3517113605780023,1.0159625893978919,0.7471373653623263,0.03994752134088987,0.0,0.0,3.615552593727801,47.87882993290281,31,Bee,Apis mellifera
70.00714249274856,45.0,0.45845727210757886,2,255,91.086939258258,81.0,68.51819481173814,0,255,76.283416406184,61.0,60.8616971237911,0,255,74.69413280391991,58.0,58.45082250831513,93.0885409899961,48.22162472952499,59.0,1.1977279881339447,0.550380254976473,60.25948452217994,0.20853763874687345,-1.4652774061781006,0.6126748170308796,0.03379763302766807,0.0,0.0,14.375776873117854,67.06491369160096,32,Bee,Apis mellifera & Megachile centuncularis
121.79490958164057,45.0,0.33016341015814754,6,255,84.73465071369456,77.0,55.267635366736165,2,255,70.85525845245272,63.0,50.385320929257716,0,255,55.49679680395623,42.0,44.80968301857826,57.56577338168086,41.97489489823167,27.0,1.1937276850778031,0.5461122725316016,75.42055582518644,0.1666173164181677,-0.68665030698402,0.5658297151512699,0.02257118144474905,0.9346535924237973,0.6726129846091675,3.2002570946061444,48.857427468743,33,Bee,Apis mellifera
72.12489168102785,4.29716263398559,0.39785358532884757,7,255,79.24154636931718,70.0,51.28293267522872,5,255,65.83114500968942,51.0,48.28294396337249,0,255,44.26685803703742,32.0,36.82970408241007,37.827938566970566,12.141497534038544,19.0,1.1628681014811766,0.5103904941124436,78.74552275734567,0.15958203303929347,-0.5375929847804468,0.603370224473207,0.01807994506507953,0.9395494614001916,0.6080897052169781,10.809284539437622,66.7805139217745,34,Bee,Apis mellifera
75.0066663703967,-17.84769575701294,0.6269965277777778,5,192,71.2880612857077,57.0,48.883767544162055,5,188,57.11564139246543,37.0,49.54143218502322,0,182,48.083975571861494,28.0,47.2021851276119,57.43643564356436,13.962998521154613,17.0,1.8248781069336195,0.8364902514398012,42.20150169805402,0.2977706979308423,0.32758595027171794,0.8137674628210906,0.017026524142082368,0.9021029905094391,0.4043798089207966,6.355979655581118,54.13236859221964,35,Bee,Apis mellifera
84.0,45.0,0.4378665349712945,9,255,111.74829497391795,118.0,50.74702261561796,7,255,88.43912572254335,97.0,46.2221421554381,5,238,63.46918616946285,65.0,35.499562430911034,162.75138694691265,37.92489197041175,82.0,1.1387104868899194,0.4783186638832782,69.7105428886374,0.1802649942697183,-0.7772964093582181,0.653917292323294,0.01770616795107945,0.9289687839567377,0.5650426734027124,9.239328901141167,25.7248720386845,36,Bee,Apis mellifera
47.50789408087881,14.868777678452721,0.38789102385593616,11,255,142.59852427958918,151.0,63.647860924270276,8,255,117.7168172300329,128.0,62.29401909491076,0,255,91.58219164423173,88.0,53.25791649605917,175.57966723068245,66.37146719497727,113.0,1.3194127541848086,0.652355711953513,62.858831148890225,0.1999141629693035,0.15245827623932848,0.6246123031621115,0.023699557430070593,0.0,0.0,34.36032176049221,45.24136789732328,37,Bee,Apis mellifera
142.30249470757707,44.99990996210288,0.5374770631547163,0,255,111.84182872371075,109.0,47.0269654511382,0,255,92.67999135695764,91.0,45.57876729106329,0,255,73.69265701526938,65.0,44.09892690014207,117.80125121820868,45.52443196621124,61.0,1.3528665055795122,0.6735175510692917,43.13637091611751,0.29131728857755773,0.8094756372659495,0.7800438226866678,0.04541367298384618,0.0,0.0,3.3648537874328395,55.776705909615835,38,Bee,Apis mellifera
187.94946129212502,45.0,0.5470894176636172,4,255,92.50466791948467,87.0,50.42578035190769,0,255,68.2136465043363,65.0,44.58816868058127,0,255,53.35651800339668,45.0,41.98480314162374,113.62829984683304,45.30557442276999,42.0,1.2107652810706881,0.5637815961127164,56.121214156804996,0.22391480304129224,-0.627362347112852,0.7163146604471703,0.03488910775689121,0.0,0.0,2.5866608310559465,40.86824075609061,39,Bee,Apis mellifera
108.04628637764465,-1.5557055085646612,0.5140854977403415,8,194,85.43543587200055,90.0,39.006768107398955,5,173,71.13646262691911,72.0,34.20437472333399,0,152,56.26069085042216,52.0,29.09498244049015,91.05834401155975,35.83428328238831,60.0,1.109701530046476,0.43352152579754305,65.25315268840747,0.19257875055271692,-1.550743916412901,0.6334658117265949,0.019533742612715142,0.9083293961204547,0.4934017194682409,8.565492925448035,26.600306861092573,40,Bee,Andrenidae
84.34453153583817,-15.578821308294797,0.5630096738087624,8,255,107.5233061753377,101.0,55.845213272471106,5,255,97.90795125761045,89.0,55.901935027795396,0,255,77.16804675435327,62.0,52.38133532489914,107.508704408145,43.95111536836158,65.0,2.460616758465197,0.9136942995198339,42.70078696027955,0.2942889700381509,0.1014209800261357,0.7290927915102886,0.024030574884397016,0.0,0.0,9.083004811884294,45.779363206284664,41,Bee,Andrenidae
156.8948692596415,45.0,0.3927772344713134,3,255,108.27123514192391,102.0,46.35064452495272,0,255,92.4546783487848,91.0,45.368179585141895,0,255,76.25330327922966,68.0,42.863069925177264,127.5681436072528,46.577033146967295,86.0,1.1018812918497671,0.4199682943375443,62.810688330939804,0.20006739216339914,1.4171928809368328,0.6668616352201258,0.04125405287860178,0.0,0.0,3.1132656250349586,46.0972986104884,42,Bee,Apis mellifera
172.88724649319857,0.1536886223757212,0.35012518657614716,11,255,119.0475448654038,122.0,47.99796880583717,0,255,85.42250403960533,84.0,44.95245864802464,0,255,76.48012857977791,79.0,42.7223091356597,132.30668796592118,37.78728636541881,76.0,1.59384874703108,0.7786873881560433,58.10662177817417,0.21626400279011423,-0.7449794197185979,0.602012780379272,0.03459787389093578,0.0,0.0,3.9561349799547236,47.59274251273066,43,Bee,Apis mellifera
88.52683209061533,45.0,0.403002482451635,9,255,127.00183867456124,127.0,48.30789912343073,0,255,103.29353742399702,106.0,45.1959315936269,0,255,88.42585561426334,85.0,45.46596517587922,151.2529244516653,49.796527863145485,74.0,1.0611783268214385,0.33463257067132407,44.39033919683406,0.28308796106823647,-0.8111610664451714,0.6441367869267408,0.0399558251169057,0.0,0.0,11.237851466979823,51.199650299832435,44,Bee,Apis mellifera
133.82077566656082,41.36286381080997,0.5158396898363306,9,235,89.05096857116627,79.0,46.040288134023065,6,217,74.80014689230957,68.0,42.82184800071397,0,250,47.33235609144046,32.0,42.04209301943399,95.40067525544202,33.118974320257585,34.0,1.4369353624920664,0.7181139605213075,62.553478850955365,0.200890035937102,-0.6222588415874928,0.6563755423429214,0.018695199545406733,0.9133296402971043,0.4921138668316423,4.808248911563396,30.840578629095805,45,Bee,Megachile centuncularis
168.30923919975396,-1.7286193585948244,0.6004261553758198,5,255,98.75631484772913,98.0,45.116983404329694,0,243,84.42244744012564,84.0,42.30267497143755,0,241,68.4666369442725,60.0,44.161856556184176,96.73111235955056,38.043849371554856,36.0,1.0694756520900668,0.3545484365939646,49.2898459022186,0.2549484662477621,-0.5036496474533265,0.7571746125038618,0.031331520810284126,0.8468103851008082,0.4070600265768121,4.6455620299937666,41.58552053909471,46,Bee,Megachile centuncularis
84.72307831990054,45.0,0.5047702370537016,3,255,94.8547272202047,87.0,59.198221012850674,0,243,82.9542581435017,78.0,52.42729801160636,0,255,109.70195746671068,97.0,66.94287514806337,60.06807001994239,41.020851170259824,52.0,1.116668856860389,0.44501999769958445,52.894201330195564,0.23757558103416232,0.7304585529877139,0.7580791490692945,0.038994789945885094,0.8574672291414116,0.49898874579754077,11.894876280867567,58.096159636846494,47,Bee,Megachile centuncularis
154.37940277122465,45.0,0.5240653820816864,6,255,109.06776568767377,111.0,62.73058274468275,4,237,89.05055583925835,87.0,54.26655384488815,4,255,110.66532671651106,101.0,66.23459967379456,85.91034409061766,48.36423708913469,64.0,1.5499205407918446,0.764018475324264,45.18102081844583,0.2781338355513376,0.0966637457593413,0.781113202143763,0.03728521496526291,0.8458965939660561,0.4777936865046725,2.059998025981909,65.45070393560752,48,Bee,Megachile centuncularis
276.63152387246106,-0.8404652964460911,0.6504200913242009,32,255,181.83911814399312,189.0,38.70784946363298,14,255,184.90425576725966,192.0,37.773434693499425,17,255,159.38617355368032,155.0,44.09615550758479,195.1609528642497,30.697136163865782,159.0,1.3506119590856422,0.6721608950596126,20.440091039888035,0.6147903446142385,-0.5146460308620894,0.9440685043179724,0.025167982080942022,0.0,0.0,0.7774856638141069,64.05511286585248,49,Butterfly,Pieris rapae
138.0,32.03001434781468,0.4111591361025188,10,255,122.11744739626191,121.0,54.72590692677946,4,250,95.00974827453022,88.0,53.278151485722134,4,255,104.86522653612991,102.0,56.3744061622761,92.33507179512897,38.52442668687523,50.0,1.2731348252825143,0.618908914867482,59.2957901385427,0.21192685998446523,-0.16524027399675023,0.705828666251815,0.024865086773231366,0.9113956916789505,0.5901812961601319,6.962627772467361,58.67460202602456,50,Bee,Megachile centuncularis
183.09833423600554,3.790367606017797,0.42768664864302797,5,247,129.2709602789892,135.0,52.81239303662712,2,248,108.5601475482077,108.0,50.47306293529595,2,255,131.83512703429622,134.0,58.2764068959622,116.10264712025977,49.3857569210155,98.0,1.3217807399845531,0.6539299158006335,43.19554099320612,0.2909182365914953,1.4497184725566066,0.7242861309369858,0.035751857721350665,0.8792126417913284,0.5734160177861463,3.9986947770008245,45.67897584548911,51,Bee,Megachile centuncularis
167.0029939851379,41.03201288169201,0.48990966749951953,7,245,109.41142564077415,110.0,47.05223512411098,0,240,97.11783828625605,98.0,47.8768050166617,6,255,105.92190564927422,102.0,51.5217163980035,114.71125948753067,48.27886226263568,93.0,1.186604075035682,0.5383191169687714,38.099704951669445,0.3298285545859206,-0.7153113208611914,0.7353591691508798,0.027622949706068614,0.8872293351247003,0.5130174705265342,4.5856366001232205,54.30733415489126,52,Bee,Megachile centuncularis
151.58495967608397,20.585524674832055,0.5389725758632717,19,255,124.50289953991607,118.0,48.61106263466452,0,234,105.12211436371909,102.0,46.842134271510666,1,241,105.59176146417919,98.0,46.93231968967758,129.94166135601674,42.22448556275068,91.0,1.3322688418262418,0.6607577154638361,32.750050161351716,0.3837053852573553,-0.40958310100276335,0.7726171875,0.026882789955080182,0.8731576270049695,0.46539769589079527,4.479894889746014,32.60520079456413,53,Bee,Megachile centuncularis
111.04053313993049,45.0,0.37559728593272174,7,234,111.74148166995315,104.0,55.12735174473065,0,240,99.25816494568483,91.0,55.87585840050301,0,238,84.50671783672229,70.0,53.71306247538559,90.21106837717147,34.4803879223294,54.0,1.6738871741882961,0.8019346016584196,60.07516707692677,0.20917745594061898,-1.1830933534243517,0.6229428080834765,0.023638022739945568,0.9187377986406974,0.625398860737214,6.3053280594093035,39.59349689436046,54,Bee,Megachile centuncularis
0.0,44.968915641501084,0.4330571771978022,4,220,71.99095195024037,67.0,40.42840314215665,0,191,47.837197056053924,38.0,38.23780394746878,0,170,33.5946963126332,22.0,31.981206024457013,0.0,0.0,0.0,1.2237339280103807,0.576395171218791,55.359009806549835,0.22699774902535153,-0.5088250899122266,0.6706608720220041,0.013117901943288029,0.9493716541063743,0.5830589923509681,inf,33.86789195834043,55,Bee,Megachile centuncularis
99.72963451251589,4.416868634308284,0.4578948310423826,0,255,92.5645533253855,80.0,54.07594998993741,0,255,76.86732659722087,67.0,50.86139309163242,0,255,59.92730177653566,47.0,43.963559584285626,78.35368468209018,45.69213885341322,35.0,1.4654811807864594,0.731007215692418,37.71418463569076,0.3332001138496577,-1.389167654783173,0.6960738967187244,0.04065531725792621,0.8691050543347933,0.5453124956368613,5.550155618888405,19.617413638257826,56,Bee,Anthidium manicatum
106.45186705737011,12.918779141690981,0.42677589699074076,0,255,94.59632293741261,83.0,54.8550832070038,0,255,79.68334463324717,69.0,52.26630391162066,0,255,62.76728886817238,49.0,45.39312148954312,80.1119790934892,46.7697924630821,38.0,1.6108093632559215,0.7839642855280196,41.30593416151194,0.3042267623151414,-1.3878044801892475,0.6526903876204831,0.04454695996807328,0.0,0.0,4.303067422556496,22.69085752469853,57,Bee,Anthidium manicatum
49.4064773081425,12.86703971529815,0.4747931118413046,3,255,74.82939508506617,68.0,49.49227729865104,1,255,60.47057527794688,54.0,43.824063296595405,0,255,52.16240668354106,39.0,43.68838297700684,61.392954990215266,24.087498635267615,35.0,1.0766112793839602,0.370480228887338,49.234577187558614,0.2552346609271714,1.4183614554278672,0.7213664151248657,0.02630664533568657,0.0,0.0,31.559671799040697,46.46478733369555,58,Bee,Anthidium manicatum
24.758836806279895,4.973790389861334,0.41363581730769233,3,255,84.08003167269611,74.0,57.53349456179204,0,255,68.2764568713769,60.0,51.72035802733615,0,255,62.41357930523471,43.0,54.71550666708135,27.315680166147455,19.6670860621956,10.0,1.098865978112845,0.41454440708721035,59.19187036121913,0.2122989278370955,-0.07551055866779839,0.6297140034034144,0.027944614726987307,0.0,0.0,141.96216088837932,63.594557597610276,59,Bee,Anthidium manicatum
76.40026177965623,8.317289212245585,0.5175375882837211,6,255,107.65947527052766,104.0,54.976860601758226,6,255,85.07537099441154,78.0,51.04521187023133,0,255,68.8714130230027,57.0,46.31843397196173,114.16782988004363,46.345753534625025,74.0,1.2022819219829675,0.5551478672381289,55.53967391791331,0.22625935170112907,0.1518605836626161,0.6793067167150089,0.02745389469623961,0.8910563333721209,0.48605882659368227,9.421717616722951,57.79385591177044,60,Bee,Anthidium manicatum (+Apis mellifera)
79.05694150420949,0.0623415556593717,0.38020549834840767,4,211,75.80724840901736,70.0,49.46692969852889,3,193,52.755802551455666,47.0,34.12138298515471,3,240,69.63907247428442,58.0,46.39927561159466,17.321093909146466,8.240684434735357,16.0,1.4996451534368027,0.7452148693297908,66.46959569438435,0.18905441627984562,0.6152365398495638,0.5768319239797506,0.012160298820435213,0.9560911694071972,0.6253886928115339,19.77539872186186,48.68973551833181,61,Bee,Anthidium manicatum
